Customer_ID,Customer_Name,Month,Dish_Ordered,Quantity_Ordered,Order_Time,Payment_Method
5271,Arvind Das,January,Egg Biryani,2,Night,UPI
6036,Meera Iyer,September,Chicken Kosha,1,Night,Wallet
6909,Arvind Das,October,Chicken Noodles,1,Evening,Wallet
8797,Rajesh Gupta,August,Palak Paneer,5,Evening,UPI
1628,Soham Bose,October,Chicken Do Pyaza,2,Night,Cash
6435,Sunita Sen,October,Chicken Noodles,2,Morning,Card
1925,Sunita Sen,February,Katla (Fry/Curry),1,Evening,Wallet
5727,Arvind Das,November,Mutter Paneer,4,Afternoon,UPI
7787,Anirban Roy,April,Roti,2,Afternoon,Wallet
9913,Priya Sharma,March,Chicken Pepper Masala,5,Evening,UPI
9918,Priya Sharma,February,Idly (3 Pcs),1,Evening,UPI
6574,Soham Bose,October,Veg Noodles,2,Night,Cash
2392,Soham Bose,May,Veg Meals,3,Evening,UPI
2607,Sunita Sen,August,Ghee Rice,2,Evening,Wallet
3169,Sunita Sen,January,Rohu (Fry/Curry),3,Morning,Card
6635,Anirban Roy,May,Mutton Biryani,4,Morning,UPI
9996,Priya Sharma,December,Roti,2,Morning,Cash
3953,Anirban Roy,February,Chicken Curry,5,Evening,Cash
8320,Soham Bose,August,Kashmiri Aloo Dum,3,Evening,UPI
9651,Meera Iyer,November,Egg Fried Rice,2,Afternoon,Wallet
5179,Anirban Roy,June,Mutton Masala (Kosha/Fry/Kadai),5,Evening,Cash
5609,Meera Iyer,September,Chilly Chicken (Full 12 Pcs),1,Afternoon,Wallet
9145,Rajesh Gupta,December,Egg Fried Rice,5,Evening,UPI
1277,Anirban Roy,June,Poori Bajji (3 Pcs),4,Night,Card
5254,Anirban Roy,June,Masala Rice,1,Night,Cash
6309,Meera Iyer,December,Dhal Fry,1,Night,Wallet
5748,Anirban Roy,September,Roti,5,Afternoon,Card
7725,Rajesh Gupta,August,Mutter Paneer,1,Night,UPI
7978,Meera Iyer,December,Bangda Fry (Ayala),1,Morning,UPI
9976,Rajesh Gupta,May,Egg Noodles,1,Afternoon,Card
1772,Rajesh Gupta,December,Aloo Mutter/Aloo Gobi,1,Afternoon,Card
9192,Rajesh Gupta,June,Chicken Fry,5,Evening,Card
6842,Rajesh Gupta,January,Kashmiri Aloo Dum,5,Night,Cash
5332,Rajesh Gupta,May,Egg Fried Rice,5,Morning,Card
5894,Sunita Sen,February,Egg Fried Rice,5,Night,UPI
3117,Sunita Sen,May,Egg Masala (Double),3,Night,UPI
9653,Sunita Sen,October,Chicken Kosha,1,Evening,Card
6725,Meera Iyer,September,Veg Meals,4,Morning,UPI
4987,Sunita Sen,October,Egg Noodles,2,Morning,UPI
8907,Anirban Roy,May,Chicken Noodles,5,Morning,Card
6690,Arvind Das,December,Butter Chicken,5,Night,UPI
5115,Priya Sharma,April,Veg Meals,1,Evening,UPI
9242,Priya Sharma,February,Butter Dhal Fry,5,Night,Cash
3130,Anirban Roy,January,Chilly Chicken (Half 6 Pcs),4,Afternoon,Cash
3701,Arvind Das,July,Parota,2,Night,Wallet
9217,Priya Sharma,August,Omlet (Double),4,Afternoon,Wallet
4932,Rajesh Gupta,October,Veg Meals,1,Morning,Wallet
4482,Rajesh Gupta,March,Egg Chilly,1,Morning,Card
1400,Soham Bose,December,Paneer Manchurian,2,Morning,Wallet
9081,Soham Bose,January,Rohu (Fry/Curry),2,Evening,UPI
3319,Anirban Roy,February,Kabab Half (4 Pcs),3,Night,Wallet
7091,Soham Bose,December,Chicken Kosha,4,Evening,Wallet
3308,Soham Bose,January,Chicken Curry,1,Afternoon,Card
6921,Meera Iyer,March,Paneer Butter Masala,2,Night,Card
4325,Rajesh Gupta,June,Egg Masala (Double),4,Evening,Wallet
9629,Soham Bose,February,Egg Noodles,1,Night,Cash
2751,Sunita Sen,July,Cylon/Kerala Parota,1,Afternoon,Cash
4660,Anirban Roy,November,Channa Masala,4,Evening,Wallet
1260,Soham Bose,July,Veg Meals,5,Evening,UPI
4167,Sunita Sen,May,Chicken Biryani,5,Morning,Wallet
5517,Soham Bose,November,Plain Rice,2,Morning,Wallet
8337,Priya Sharma,February,Egg Chilly,3,Evening,Cash
6025,Meera Iyer,August,Masala Rice,1,Night,UPI
8611,Rajesh Gupta,August,Butter Dhal Fry,3,Evening,Wallet
1429,Priya Sharma,February,Veg Noodles,1,Afternoon,Wallet
5212,Priya Sharma,September,Omlet (Double),5,Morning,Card
7576,Rajesh Gupta,July,Chicken Noodles,1,Night,Card
1798,Soham Bose,June,Rohu (Fry/Curry),3,Evening,Wallet
6996,Sunita Sen,October,Dhal Fry,3,Night,Card
3337,Rajesh Gupta,May,Egg Biryani,2,Evening,Wallet
5677,Anirban Roy,June,Butter Dhal Fry,1,Night,Wallet
2407,Soham Bose,February,Egg Chilly,1,Morning,UPI
6833,Priya Sharma,January,Kashmiri Aloo Dum,2,Morning,Card
9101,Rajesh Gupta,July,Butter Chicken,5,Morning,Cash
1640,Rajesh Gupta,March,Paneer Butter Masala,2,Night,UPI
9350,Meera Iyer,June,Egg Noodles,3,Evening,Cash
6008,Meera Iyer,December,Mutton Masala (Kosha/Fry/Kadai),4,Night,Wallet
3762,Meera Iyer,May,Egg Masala (Single),3,Evening,Wallet
8829,Anirban Roy,February,Chicken Kosha,1,Morning,Cash
1238,Soham Bose,December,Set Dosa (3 Pcs),1,Evening,Cash
7856,Sunita Sen,November,Chicken Masala,3,Afternoon,Cash
2088,Soham Bose,January,Set Dosa (3 Pcs),1,Night,Card
6790,Soham Bose,May,Cylon/Kerala Parota,4,Night,UPI
3244,Sunita Sen,March,Plain Rice,3,Night,Cash
7152,Meera Iyer,January,Mutton Masala (Kosha/Fry/Kadai),2,Morning,Card
8728,Rajesh Gupta,November,Egg Burji (2 Eggs),4,Morning,UPI
4599,Priya Sharma,June,Palak Paneer,5,Night,Wallet
8417,Arvind Das,February,Masala Dosa,5,Morning,Cash
5617,Meera Iyer,December,Bangda Fry (Ayala),2,Evening,Card
2085,Arvind Das,August,Dhal Fry,5,Afternoon,Wallet
1240,Rajesh Gupta,November,Katla (Fry/Curry),5,Morning,Cash
5204,Soham Bose,July,Cylon/Kerala Parota,4,Evening,UPI
9745,Sunita Sen,November,Masala Dosa,2,Night,UPI
5884,Soham Bose,August,Butter Chicken,2,Morning,Cash
1895,Priya Sharma,October,Omlet (Single),2,Afternoon,Cash
5171,Meera Iyer,December,Poori Bajji (3 Pcs),2,Night,UPI
2281,Anirban Roy,September,Jeera Rice,4,Morning,Wallet
9523,Arvind Das,November,Katla (Fry/Curry),2,Evening,Cash
3904,Arvind Das,June,Jeera Rice,2,Night,Cash
7599,Anirban Roy,September,Veg Meals,2,Morning,Cash
1046,Priya Sharma,August,Rohu (Fry/Curry),3,Evening,Wallet
1340,Priya Sharma,May,Masala Rice,5,Night,Cash
9935,Soham Bose,September,Katla (Fry/Curry),4,Evening,Card
8150,Rajesh Gupta,October,Veg Meals,4,Morning,Card
6368,Soham Bose,January,Kabab Half (4 Pcs),3,Afternoon,Wallet
1286,Sunita Sen,April,Kabab Half (4 Pcs),2,Evening,Card
8204,Sunita Sen,September,Masala Dosa,4,Night,Wallet
3120,Rajesh Gupta,August,Cylon/Kerala Parota,2,Evening,Cash
1944,Rajesh Gupta,November,Butter Dhal Fry,4,Evening,UPI
8845,Arvind Das,June,Mutter Paneer,3,Night,Wallet
2843,Priya Sharma,May,Chicken Biryani,1,Night,UPI
4968,Soham Bose,January,Parota,3,Afternoon,UPI
8208,Priya Sharma,January,Chicken Fried Rice,4,Night,Wallet
5533,Anirban Roy,July,Chicken Fry,5,Morning,Card
7949,Rajesh Gupta,April,Parota,5,Morning,UPI
8643,Rajesh Gupta,December,Onion Dosa,3,Morning,UPI
1318,Priya Sharma,September,Math Curry,2,Evening,Wallet
9628,Arvind Das,May,Chicken Fry,5,Evening,UPI
6178,Anirban Roy,September,Parota,5,Afternoon,Wallet
2021,Meera Iyer,July,Chicken Curry,5,Morning,Cash
1463,Anirban Roy,May,Chicken Do Pyaza,4,Morning,UPI
7650,Anirban Roy,March,Chicken Noodles,4,Afternoon,Cash
5085,Sunita Sen,March,Kabab Half (4 Pcs),3,Night,UPI
8601,Meera Iyer,December,Egg Masala (Double),5,Morning,Card
4564,Meera Iyer,October,Ghee Rice,3,Night,UPI
8657,Arvind Das,August,Kashmiri Aloo Dum,3,Morning,Wallet
5421,Rajesh Gupta,February,Plain Dosa (2 Pcs),2,Night,UPI
2493,Meera Iyer,January,Mutton Biryani,5,Evening,Cash
2114,Sunita Sen,December,Dhal Fry,4,Morning,UPI
3774,Meera Iyer,June,Idly (3 Pcs),5,Night,UPI
9419,Arvind Das,June,Omlet (Double),2,Night,Wallet
1626,Priya Sharma,March,Masala Dosa,3,Evening,Card
2569,Soham Bose,April,Mutton Masala (Kosha/Fry/Kadai),5,Evening,Card
9552,Sunita Sen,April,Butter Dhal Fry,2,Afternoon,Wallet
6674,Sunita Sen,July,Chicken Fried Rice,3,Morning,Cash
6316,Sunita Sen,July,Chicken Masala,1,Afternoon,Cash
3027,Sunita Sen,December,Plain Rice,2,Evening,Card
6583,Rajesh Gupta,September,Veg Noodles,2,Afternoon,Card
3270,Anirban Roy,January,Chicken Fried Rice,5,Morning,Card
8094,Priya Sharma,May,Egg Chilly,4,Morning,Wallet
8487,Soham Bose,July,Chicken Noodles,5,Morning,Wallet
4194,Meera Iyer,May,Butter Chicken,3,Night,UPI
9320,Priya Sharma,January,Jeera Rice,2,Evening,UPI
6941,Soham Bose,September,Egg Burji (2 Eggs),2,Afternoon,Cash
8821,Rajesh Gupta,December,Mutton Masala (Kosha/Fry/Kadai),3,Evening,UPI
7834,Meera Iyer,May,Plain Dosa (2 Pcs),5,Afternoon,Cash
2257,Anirban Roy,April,Rohu (Fry/Curry),4,Morning,Wallet
4098,Meera Iyer,May,Chilly Chicken (Full 12 Pcs),4,Evening,Card
1586,Meera Iyer,September,Egg Noodles,4,Evening,Cash
9682,Priya Sharma,December,Veg Noodles,4,Night,Wallet
5874,Sunita Sen,July,Chicken Masala,4,Morning,Wallet
1995,Soham Bose,March,Poori Bajji (3 Pcs),2,Evening,UPI
6600,Rajesh Gupta,March,Egg Masala (Double),5,Afternoon,Cash
2160,Soham Bose,April,Egg Masala (Single),1,Morning,Card
4381,Priya Sharma,May,Veg Fried Rice,2,Morning,Card
3652,Sunita Sen,April,Ghee Rice,4,Morning,Card
8784,Priya Sharma,September,Chilly Chicken (Half 6 Pcs),5,Afternoon,Card
2864,Rajesh Gupta,December,Chilly Chicken (Full 12 Pcs),5,Morning,Wallet
7242,Meera Iyer,January,Egg Masala (Double),3,Morning,UPI
4885,Meera Iyer,January,Plain Rice,1,Morning,UPI
6767,Anirban Roy,January,Masala Rice,1,Morning,UPI
3456,Rajesh Gupta,September,Chilly Chicken (Full 12 Pcs),2,Evening,UPI
4053,Anirban Roy,September,Chicken Fried Rice,3,Night,Wallet
4420,Priya Sharma,May,Masala Dosa,4,Evening,Wallet
9410,Soham Bose,October,Plain Rice,5,Evening,Wallet
5435,Anirban Roy,November,Masala Dosa,5,Morning,UPI
2147,Arvind Das,August,Aloo Mutter/Aloo Gobi,3,Morning,Cash
4901,Priya Sharma,February,Chicken Biryani,3,Evening,Cash
6372,Soham Bose,September,Plain Dosa (2 Pcs),2,Morning,Cash
1228,Sunita Sen,April,Mutton Biryani,2,Morning,Wallet
5783,Rajesh Gupta,May,Masala Rice,2,Night,Card
4389,Priya Sharma,April,Palak Paneer,1,Afternoon,UPI
5597,Rajesh Gupta,July,Egg Chilly,3,Morning,Card
1263,Rajesh Gupta,April,Chicken Noodles,5,Morning,UPI
6896,Anirban Roy,December,Poori Bajji (3 Pcs),5,Night,UPI
3745,Soham Bose,June,Green Peas Masala,4,Evening,UPI
6118,Sunita Sen,May,Chicken Pepper Masala,3,Morning,UPI
5509,Sunita Sen,August,Chicken Noodles,1,Morning,UPI
4445,Soham Bose,October,Kashmiri Aloo Dum,3,Morning,Wallet
6581,Rajesh Gupta,December,Mutter Paneer,3,Evening,Card
6412,Arvind Das,May,Idly (3 Pcs),1,Morning,UPI
5947,Sunita Sen,April,Chicken Curry,2,Night,Cash
1681,Rajesh Gupta,October,Rohu (Fry/Curry),5,Morning,UPI
7764,Soham Bose,November,Chicken Masala,1,Evening,Cash
7590,Soham Bose,May,Veg Fried Rice,2,Evening,Card
9748,Anirban Roy,December,Egg Biryani,5,Night,Card
4173,Anirban Roy,July,Egg Burji (2 Eggs),1,Night,Card
3232,Anirban Roy,April,Egg Masala (Single),2,Night,UPI
1275,Soham Bose,May,Veg Meals,2,Morning,Wallet
2418,Priya Sharma,September,Gobi Manchurian,4,Morning,Cash
2509,Soham Bose,August,Bangda Fry (Ayala),5,Morning,Cash
8142,Soham Bose,November,Chicken Fried Rice,1,Evening,Card
9348,Arvind Das,January,Green Peas Masala,1,Morning,UPI
5107,Anirban Roy,July,Bangda Fry (Ayala),1,Morning,Card
8734,Anirban Roy,October,Aloo Posto,2,Evening,Cash
7735,Arvind Das,January,Egg Noodles,3,Evening,UPI
8731,Rajesh Gupta,December,Chicken Fried Rice,1,Night,UPI
1834,Anirban Roy,November,Egg Masala (Double),5,Morning,Cash
6981,Rajesh Gupta,August,Mutter Paneer,1,Evening,Card
9084,Meera Iyer,September,Paneer Chilly,5,Evening,Cash
2125,Priya Sharma,January,Green Peas Masala,1,Night,Wallet
8235,Soham Bose,October,Masala Rice,5,Night,Cash
6026,Rajesh Gupta,January,Set Dosa (3 Pcs),5,Night,Wallet
4622,Sunita Sen,October,Egg Biryani,5,Evening,Wallet
2610,Arvind Das,September,Mutton Biryani,5,Morning,Cash
3424,Priya Sharma,June,Plain Dosa (2 Pcs),4,Afternoon,Cash
5430,Rajesh Gupta,June,Chilly Chicken (Half 6 Pcs),1,Evening,UPI
6015,Arvind Das,April,Egg Fried Rice,3,Evening,Card
6346,Soham Bose,May,Poori Bajji (3 Pcs),2,Evening,Wallet
5380,Arvind Das,August,Jeera Rice,5,Evening,Card
5985,Priya Sharma,February,Channa Masala,5,Night,Card
9393,Soham Bose,February,Cylon/Kerala Parota,5,Afternoon,Card
8615,Soham Bose,April,Chicken Noodles,1,Evening,Cash
4535,Anirban Roy,November,Parota,3,Afternoon,Cash
5226,Anirban Roy,October,Cylon/Kerala Parota,3,Evening,Card
2583,Arvind Das,January,Bangda Fry (Ayala),1,Night,UPI
9520,Rajesh Gupta,February,Veg Fried Rice,4,Morning,Cash
1908,Soham Bose,September,Chicken Noodles,3,Night,Card
6841,Sunita Sen,November,Chicken Do Pyaza,1,Morning,Wallet
5030,Anirban Roy,February,Rohu (Fry/Curry),4,Morning,UPI
8135,Anirban Roy,March,Chicken Kosha,5,Evening,Wallet
5466,Sunita Sen,March,Aloo Mutter/Aloo Gobi,4,Afternoon,Cash
1190,Rajesh Gupta,January,Butter Dhal Fry,4,Evening,UPI
1524,Soham Bose,November,Set Dosa (3 Pcs),4,Afternoon,Wallet
8838,Priya Sharma,May,Tomato Fry,4,Night,Card
9985,Arvind Das,August,Egg Fried Rice,5,Evening,Card
2634,Anirban Roy,March,Mutton Masala (Kosha/Fry/Kadai),3,Afternoon,Cash
7366,Arvind Das,April,Egg Noodles,3,Afternoon,Cash
4012,Soham Bose,May,Onion Dosa,1,Night,Wallet
2629,Soham Bose,November,Omlet (Double),3,Evening,UPI
4344,Rajesh Gupta,October,Katla (Fry/Curry),3,Morning,Wallet
3179,Priya Sharma,November,Chicken Noodles,2,Morning,Cash
8319,Priya Sharma,May,Veg Meals,2,Night,UPI
6610,Meera Iyer,May,Omlet (Double),3,Afternoon,Cash
2266,Meera Iyer,October,Tomato Fry,5,Afternoon,Wallet
9304,Anirban Roy,December,Chicken Noodles,4,Evening,Wallet
5901,Arvind Das,August,Poori Bajji (3 Pcs),4,Night,Cash
1327,Rajesh Gupta,July,Veg Fried Rice,5,Afternoon,Wallet
6110,Sunita Sen,March,Butter Dhal Fry,3,Afternoon,Wallet
5761,Meera Iyer,October,Paneer Chilly,1,Afternoon,Card
8421,Anirban Roy,July,Idly (3 Pcs),2,Morning,Card
4633,Priya Sharma,February,Chicken Masala,4,Evening,Wallet
8110,Sunita Sen,September,Onion Dosa,4,Morning,Cash
4652,Priya Sharma,September,Butter Dhal Fry,1,Night,Wallet
1655,Rajesh Gupta,May,Channa Masala,5,Afternoon,Card
6058,Anirban Roy,May,Channa Masala,1,Afternoon,Card
9409,Soham Bose,January,Paneer Butter Masala,1,Night,Wallet
1456,Sunita Sen,October,Chicken Curry,4,Night,Cash
5372,Meera Iyer,March,Bangda Fry (Ayala),1,Afternoon,Wallet
3097,Soham Bose,November,Chicken Do Pyaza,1,Afternoon,Card
4883,Priya Sharma,March,Set Dosa (3 Pcs),5,Night,Cash
5709,Meera Iyer,April,Chilly Chicken (Full 12 Pcs),3,Afternoon,Cash
3297,Soham Bose,February,Kabab Half (4 Pcs),3,Evening,Card
7494,Sunita Sen,February,Egg Fried Rice,1,Afternoon,Wallet
3100,Soham Bose,June,Chilly Chicken (Half 6 Pcs),1,Night,UPI
8921,Priya Sharma,March,Channa Masala,2,Evening,UPI
5164,Priya Sharma,September,Katla (Fry/Curry),3,Afternoon,Wallet
4295,Sunita Sen,May,Butter Chicken,2,Morning,UPI
8827,Sunita Sen,January,Masala Rice,3,Afternoon,Card
6179,Anirban Roy,October,Palak Paneer,1,Night,UPI
6703,Meera Iyer,November,Green Peas Masala,5,Morning,UPI
4327,Sunita Sen,January,Onion Dosa,3,Morning,Wallet
6993,Arvind Das,February,Mutton Masala (Kosha/Fry/Kadai),4,Afternoon,Card
2782,Meera Iyer,July,Egg Fried Rice,1,Evening,UPI
4384,Soham Bose,April,Mutter Paneer,3,Morning,UPI
7499,Meera Iyer,November,Mutton Biryani,5,Night,Cash
1391,Arvind Das,December,Jeera Rice,5,Evening,Wallet
5882,Sunita Sen,May,Masala Rice,4,Evening,UPI
2041,Meera Iyer,September,Chilly Chicken (Full 12 Pcs),2,Morning,UPI
6653,Anirban Roy,April,Egg Torka,5,Night,Cash
1155,Sunita Sen,December,Chicken Curry,5,Morning,Cash
6125,Anirban Roy,August,Egg Masala (Single),3,Evening,UPI
7209,Rajesh Gupta,June,Katla (Fry/Curry),2,Afternoon,UPI
1133,Sunita Sen,November,Gobi Manchurian,5,Night,UPI
7687,Anirban Roy,November,Chicken Biryani,4,Morning,UPI
7341,Soham Bose,November,Butter Chicken,5,Evening,Cash
8741,Rajesh Gupta,May,Ghee Rice,2,Evening,Card
7141,Priya Sharma,October,Chicken Fried Rice,4,Night,Wallet
7520,Meera Iyer,September,Gobi Manchurian,4,Afternoon,Card
6531,Meera Iyer,May,Rohu (Fry/Curry),1,Afternoon,Cash
2719,Soham Bose,December,Chicken Kosha,4,Afternoon,Card
5869,Meera Iyer,August,Aloo Posto,2,Morning,Cash
7928,Meera Iyer,September,Masala Rice,1,Morning,UPI
4208,Arvind Das,January,Chicken Kosha,5,Evening,Card
1863,Priya Sharma,November,Egg Torka,5,Evening,UPI
6217,Arvind Das,May,Paneer Butter Masala,4,Morning,Wallet
7597,Priya Sharma,November,Chicken Fried Rice,1,Afternoon,Wallet
6637,Anirban Roy,December,Chicken Curry,4,Evening,Cash
1110,Meera Iyer,December,Veg Meals,2,Night,Wallet
1633,Sunita Sen,December,Paneer Butter Masala,5,Night,Card
3167,Arvind Das,August,Veg Noodles,2,Night,UPI
4116,Meera Iyer,May,Butter Dhal Fry,5,Afternoon,Card
9038,Sunita Sen,May,Parota,2,Afternoon,Cash
1439,Arvind Das,January,Masala Dosa,1,Afternoon,Cash
7977,Anirban Roy,September,Masala Dosa,1,Morning,Wallet
4480,Rajesh Gupta,January,Chicken Kosha,5,Night,Cash
8733,Meera Iyer,September,Omlet (Double),1,Evening,Cash
2496,Priya Sharma,February,Egg Masala (Single),3,Evening,Wallet
5615,Meera Iyer,May,Poori Bajji (3 Pcs),1,Afternoon,Wallet
6061,Sunita Sen,June,Egg Biryani,1,Evening,UPI
5729,Meera Iyer,July,Katla (Fry/Curry),4,Afternoon,Cash
4136,Sunita Sen,December,Channa Masala,2,Afternoon,Wallet
4825,Sunita Sen,December,Omlet (Single),1,Afternoon,UPI
6798,Soham Bose,November,Kashmiri Aloo Dum,1,Evening,Card
1699,Rajesh Gupta,June,Gobi Manchurian,2,Evening,Card
2413,Priya Sharma,November,Masala Dosa,1,Afternoon,Cash
7487,Anirban Roy,June,Egg Burji (2 Eggs),1,Afternoon,Wallet
1776,Sunita Sen,July,Omlet (Double),1,Night,Cash
9084,Soham Bose,May,Gobi Manchurian,1,Evening,Wallet
1631,Soham Bose,July,Chicken Fry,2,Evening,Cash
1878,Soham Bose,June,Masala Dosa,2,Evening,Card
9666,Anirban Roy,January,Aloo Posto,4,Evening,UPI
6251,Anirban Roy,August,Egg Torka,3,Night,Cash
5120,Meera Iyer,December,Chicken Fried Rice,3,Evening,Card
1089,Anirban Roy,August,Channa Masala,1,Afternoon,Card
1692,Arvind Das,June,Dhal Fry,4,Night,Wallet
5414,Sunita Sen,September,Tomato Fry,4,Morning,UPI
3508,Arvind Das,August,Egg Biryani,3,Evening,Card
4349,Anirban Roy,April,Chilly Chicken (Half 6 Pcs),5,Night,UPI
5549,Anirban Roy,January,Egg Biryani,3,Night,Cash
9593,Rajesh Gupta,May,Omlet (Double),1,Morning,UPI
8064,Sunita Sen,January,Veg Meals,1,Morning,Card
7984,Soham Bose,September,Egg Chilly,5,Morning,Cash
5802,Arvind Das,October,Roti,4,Afternoon,UPI
2649,Arvind Das,September,Jeera Rice,3,Night,Cash
8072,Sunita Sen,November,Egg Fried Rice,4,Evening,Card
3448,Sunita Sen,October,Veg Noodles,2,Afternoon,Wallet
8148,Meera Iyer,November,Plain Dosa (2 Pcs),4,Night,Card
9320,Soham Bose,May,Butter Chicken,2,Evening,Wallet
7001,Sunita Sen,December,Chicken Fried Rice,3,Afternoon,Cash
8985,Sunita Sen,September,Cylon/Kerala Parota,2,Morning,UPI
5599,Priya Sharma,January,Mutton Masala (Kosha/Fry/Kadai),3,Morning,Wallet
9473,Arvind Das,March,Masala Dosa,3,Afternoon,Card
5721,Sunita Sen,June,Chicken Pepper Masala,2,Afternoon,Wallet
2433,Anirban Roy,January,Chicken Curry,3,Night,Cash
4803,Soham Bose,February,Egg Chilly,5,Night,UPI
6216,Sunita Sen,July,Chicken Masala,1,Evening,Card
4162,Sunita Sen,March,Mutter Paneer,5,Evening,Wallet
1853,Arvind Das,February,Set Dosa (3 Pcs),1,Afternoon,UPI
9082,Meera Iyer,February,Omlet (Single),5,Evening,Wallet
9054,Anirban Roy,May,Aloo Posto,3,Afternoon,UPI
6613,Meera Iyer,November,Egg Fried Rice,1,Night,Cash
6312,Arvind Das,May,Mutton Masala (Kosha/Fry/Kadai),2,Morning,Wallet
6532,Soham Bose,December,Mutton Biryani,3,Morning,Card
6933,Priya Sharma,October,Egg Chilly,5,Morning,Wallet
6799,Arvind Das,November,Rohu (Fry/Curry),2,Night,UPI
4384,Rajesh Gupta,June,Egg Noodles,4,Afternoon,Card
7341,Rajesh Gupta,August,Tomato Fry,1,Evening,UPI
7917,Meera Iyer,August,Gobi Manchurian,5,Morning,UPI
4223,Rajesh Gupta,August,Egg Fried Rice,3,Night,UPI
1084,Anirban Roy,March,Egg Burji (2 Eggs),3,Morning,Card
6509,Meera Iyer,January,Chicken Noodles,1,Morning,Card
7527,Arvind Das,February,Chicken Pepper Masala,1,Afternoon,Wallet
8197,Meera Iyer,August,Omlet (Single),1,Afternoon,UPI
5147,Meera Iyer,December,Veg Fried Rice,4,Morning,UPI
6839,Sunita Sen,July,Mutton Masala (Kosha/Fry/Kadai),5,Afternoon,Wallet
9020,Arvind Das,September,Plain Dosa (2 Pcs),4,Evening,UPI
5060,Rajesh Gupta,March,Rohu (Fry/Curry),1,Afternoon,Wallet
3155,Rajesh Gupta,July,Paneer Manchurian,2,Morning,Wallet
4008,Arvind Das,February,Bangda Fry (Ayala),3,Morning,UPI
1366,Anirban Roy,June,Kashmiri Aloo Dum,1,Morning,Card
6020,Arvind Das,March,Plain Dosa (2 Pcs),3,Afternoon,Card
2604,Sunita Sen,September,Mutter Paneer,5,Evening,Card
1054,Arvind Das,November,Aloo Posto,3,Morning,Wallet
9284,Meera Iyer,September,Egg Fried Rice,3,Evening,Cash
4471,Meera Iyer,January,Egg Biryani,1,Morning,Card
9577,Rajesh Gupta,September,Aloo Posto,2,Evening,UPI
2362,Sunita Sen,January,Katla (Fry/Curry),2,Night,Wallet
1351,Anirban Roy,November,Chicken Pepper Masala,5,Night,Cash
3649,Anirban Roy,March,Chicken Kosha,5,Night,Cash
6241,Sunita Sen,May,Egg Masala (Double),1,Afternoon,Wallet
4764,Meera Iyer,September,Butter Chicken,1,Evening,UPI
4074,Sunita Sen,May,Mutton Biryani,4,Morning,Cash
3149,Rajesh Gupta,October,Bangda Fry (Ayala),4,Afternoon,Wallet
8139,Arvind Das,August,Chicken Kosha,4,Night,Cash
1196,Arvind Das,April,Jeera Rice,5,Afternoon,Cash
1871,Rajesh Gupta,May,Gobi Manchurian,4,Evening,Wallet
8198,Soham Bose,June,Aloo Posto,1,Afternoon,UPI
3891,Sunita Sen,September,Plain Dosa (2 Pcs),5,Afternoon,Wallet
1126,Meera Iyer,October,Palak Paneer,4,Evening,UPI
6543,Sunita Sen,December,Egg Noodles,1,Evening,UPI
1761,Sunita Sen,September,Chicken Biryani,2,Evening,Cash
1165,Soham Bose,March,Palak Paneer,1,Afternoon,UPI
3431,Priya Sharma,June,Egg Fried Rice,3,Evening,Card
4065,Priya Sharma,February,Palak Paneer,1,Evening,Cash
3023,Sunita Sen,December,Kabab Half (4 Pcs),2,Afternoon,UPI
9667,Arvind Das,August,Veg Meals,2,Night,Cash
7448,Anirban Roy,December,Egg Masala (Single),2,Afternoon,Wallet
7080,Rajesh Gupta,January,Chilly Chicken (Half 6 Pcs),5,Evening,UPI
4866,Soham Bose,March,Plain Rice,4,Evening,UPI
2181,Sunita Sen,May,Aloo Mutter/Aloo Gobi,4,Night,Cash
6787,Soham Bose,November,Math Curry,5,Afternoon,Cash
6553,Rajesh Gupta,November,Paneer Manchurian,2,Morning,Card
1920,Rajesh Gupta,November,Kashmiri Aloo Dum,3,Afternoon,Card
2767,Rajesh Gupta,December,Channa Masala,4,Evening,Cash
6466,Sunita Sen,January,Onion Dosa,4,Afternoon,Wallet
9806,Sunita Sen,December,Set Dosa (3 Pcs),4,Morning,Card
6292,Sunita Sen,March,Egg Biryani,1,Afternoon,Cash
8476,Arvind Das,April,Parota,4,Afternoon,Wallet
9640,Anirban Roy,July,Veg Fried Rice,3,Night,Cash
6028,Arvind Das,October,Mutton Biryani,5,Morning,UPI
8646,Soham Bose,February,Egg Masala (Double),3,Evening,UPI
8387,Soham Bose,January,Mutter Paneer,3,Morning,Card
9918,Rajesh Gupta,December,Kabab Half (4 Pcs),1,Afternoon,Cash
6733,Sunita Sen,October,Veg Fried Rice,5,Afternoon,UPI
2151,Rajesh Gupta,March,Egg Torka,2,Evening,Wallet
6221,Priya Sharma,May,Kashmiri Aloo Dum,1,Afternoon,Wallet
8798,Priya Sharma,May,Set Dosa (3 Pcs),2,Afternoon,UPI
8879,Soham Bose,July,Chicken Biryani,1,Morning,Card
4416,Arvind Das,August,Ghee Rice,4,Evening,Cash
8580,Rajesh Gupta,January,Egg Noodles,2,Afternoon,Cash
9492,Priya Sharma,December,Chicken Pepper Masala,4,Morning,UPI
5942,Soham Bose,June,Paneer Butter Masala,4,Night,Cash
5435,Priya Sharma,June,Chilly Chicken (Half 6 Pcs),3,Night,Card
5931,Arvind Das,May,Egg Masala (Double),4,Afternoon,Cash
