Customer_ID,Customer_Name,Month,Dish_Ordered,Quantity_Ordered,Order_Time,Payment_Method,Month_Num,Day,Order_Date,Dish_Name,Ingredients_List,is_holiday,Weekday,Week,Num_Ingredients,Dish_Price,Total_Value
7869,Soham Bose,March,Jeera Rice,1,Evening,Wallet,3,26,2022-03-26,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Saturday,12,7,134,134
9086,Arvind Das,November,Omlet,2,Afternoon,UPI,11,25,2022-11-25,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Friday,47,7,196,392
9086,Arvind Das,November,Omlet,2,Afternoon,UPI,11,25,2022-11-25,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Friday,47,7,196,392
4424,Meera Iyer,April,Chicken Curry,4,Morning,Cash,4,22,2022-04-22,Chicken Curry,"['chicken', 'onion', 'tomato', 'garlic', 'ginger', 'spices', 'oil', 'salt', 'coriander']",0,Friday,16,9,114,456
9354,Anirban Roy,February,Poori Bajji,1,Night,Card,2,17,2022-02-17,Poori Bajji,"['wheat flour', 'water', 'salt', 'potato', 'turmeric', 'curry leaves', 'oil', 'green chili', 'mustard seeds', 'spices']",0,Thursday,7,10,97,97
6580,Sunita Sen,July,Chicken Fried Rice,5,Night,Card,7,18,2022-07-18,Chicken Fried Rice,"['rice', 'chicken', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Monday,29,11,100,500
7771,Rajesh Gupta,May,Gobi Manchurian,1,Night,Wallet,5,2,2022-05-02,Gobi Manchurian,"['cauliflower', 'soy sauce', 'garlic', 'ginger', 'corn flour', 'capsicum', 'onion', 'oil', 'green onion', 'spices']",0,Monday,18,10,163,163
9663,Rajesh Gupta,October,Tomato Fry,4,Afternoon,UPI,10,23,2022-10-23,Tomato Fry,"['tomato', 'onion', 'garlic', 'spices', 'oil', 'salt', 'green chili', 'coriander']",0,Sunday,42,8,246,984
3497,Arvind Das,March,Katla,3,Morning,Card,3,23,2022-03-23,Katla,"['fish', 'mustard oil', 'spices', 'onion', 'tomato', 'garlic', 'ginger', 'salt']",0,Wednesday,12,8,88,264
9269,Meera Iyer,December,Chicken Fry,1,Morning,Cash,12,27,2022-12-27,Chicken Fry,"['chicken', 'flour', 'egg', 'spices', 'oil', 'salt', 'garlic', 'ginger', 'lemon juice']",0,Tuesday,52,9,100,100
6739,Sunita Sen,October,Cylon/Kerala Parota,4,Night,Card,10,28,2022-10-28,Cylon/Kerala Parota,"['maida', 'egg', 'milk', 'ghee', 'salt', 'water', 'oil', 'sugar']",0,Friday,43,8,210,840
6424,Meera Iyer,April,Masala Dosa,4,Night,Wallet,4,12,2022-04-12,Masala Dosa,"['rice', 'urad dal', 'salt', 'potato', 'onion', 'green chili', 'turmeric', 'oil', 'mustard seeds', 'curry leaves', 'water']",0,Tuesday,15,11,93,372
5670,Meera Iyer,August,Plain Dosa,2,Morning,UPI,8,20,2022-08-20,Plain Dosa,"['rice', 'urad dal', 'salt', 'oil', 'water', 'fenugreek seeds']",0,Saturday,33,6,183,366
2003,Priya Sharma,March,Egg Masala,3,Night,UPI,3,5,2022-03-05,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Saturday,9,9,190,570
2003,Priya Sharma,March,Egg Masala,3,Night,UPI,3,5,2022-03-05,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Saturday,9,9,190,570
9571,Priya Sharma,October,Jeera Rice,2,Night,UPI,10,19,2022-10-19,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Wednesday,42,7,134,268
3043,Anirban Roy,May,Chicken Noodles,2,Morning,Wallet,5,2,2022-05-02,Chicken Noodles,"['noodles', 'chicken', 'soy sauce', 'garlic', 'onion', 'capsicum', 'oil', 'green onion', 'salt', 'ginger']",0,Monday,18,10,231,462
8214,Rajesh Gupta,November,Chicken Fried Rice,2,Night,Card,11,16,2022-11-16,Chicken Fried Rice,"['rice', 'chicken', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Wednesday,46,11,100,200
7748,Arvind Das,March,Bangda Fry,4,Afternoon,Card,3,9,2022-03-09,Bangda Fry,"['fish', 'turmeric', 'salt', 'mustard oil', 'red chili powder', 'lemon juice', 'ginger', 'garlic']",0,Wednesday,10,8,132,528
2778,Sunita Sen,December,Veg Meals,5,Night,Card,12,1,2022-12-01,Veg Meals,"['rice', 'dal', 'papad', 'cabbage', 'potato', 'curry leaves', 'spices', 'oil', 'tomato', 'onion', 'green chili', 'salt']",0,Thursday,48,12,179,895
5536,Soham Bose,February,Egg Fried Rice,2,Night,Wallet,2,3,2022-02-03,Egg Fried Rice,"['rice', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Thursday,5,10,143,286
7214,Soham Bose,October,Egg Masala,2,Afternoon,Card,10,11,2022-10-11,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Tuesday,41,9,190,380
7214,Soham Bose,October,Egg Masala,2,Afternoon,Card,10,11,2022-10-11,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Tuesday,41,9,190,380
6423,Anirban Roy,October,Masala Dosa,3,Night,Card,10,23,2022-10-23,Masala Dosa,"['rice', 'urad dal', 'salt', 'potato', 'onion', 'green chili', 'turmeric', 'oil', 'mustard seeds', 'curry leaves', 'water']",0,Sunday,42,11,93,279
1279,Soham Bose,September,Kabab Full,5,Afternoon,Wallet,9,5,2022-09-05,Kabab Full,"['chicken', 'yogurt', 'spices', 'garlic', 'ginger', 'salt', 'oil', 'lemon juice']",0,Monday,36,8,101,505
7885,Anirban Roy,May,Kabab Half,1,Afternoon,Cash,5,6,2022-05-06,Kabab Half,"['chicken', 'yogurt', 'spices', 'garlic', 'ginger', 'salt', 'oil', 'lemon juice']",0,Friday,18,8,130,130
9221,Rajesh Gupta,July,Bangda Fry,5,Afternoon,Wallet,7,27,2022-07-27,Bangda Fry,"['fish', 'turmeric', 'salt', 'mustard oil', 'red chili powder', 'lemon juice', 'ginger', 'garlic']",0,Wednesday,30,8,132,660
9676,Priya Sharma,November,Set Dosa,3,Evening,Card,11,3,2022-11-03,Set Dosa,"['rice', 'urad dal', 'fenugreek seeds', 'salt', 'water', 'oil']",0,Thursday,44,6,117,351
5165,Anirban Roy,July,Mutter Paneer,3,Night,UPI,7,25,2022-07-25,Mutter Paneer,"['paneer', 'peas', 'tomato', 'onion', 'spices', 'cream', 'oil', 'garlic', 'ginger', 'salt']",0,Monday,30,10,87,261
7432,Sunita Sen,May,Plain Rice,1,Morning,UPI,5,12,2022-05-12,Plain Rice,"['rice', 'water', 'salt']",0,Thursday,19,3,138,138
5827,Sunita Sen,November,Green Peas Masala,4,Night,Wallet,11,5,2022-11-05,Green Peas Masala,"['green peas', 'tomato', 'onion', 'spices', 'oil', 'garlic', 'ginger', 'salt', 'cream']",0,Saturday,44,9,243,972
2420,Sunita Sen,July,Egg Masala,5,Evening,Cash,7,20,2022-07-20,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Wednesday,29,9,190,950
2420,Sunita Sen,July,Egg Masala,5,Evening,Cash,7,20,2022-07-20,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Wednesday,29,9,190,950
4207,Rajesh Gupta,February,Mutton Masala,2,Evening,Card,2,19,2022-02-19,Mutton Masala,"['mutton', 'onion', 'garlic', 'ginger', 'spices', 'oil', 'tomato', 'salt', 'yogurt']",1,Saturday,7,9,169,338
2813,Meera Iyer,November,Omlet,1,Afternoon,UPI,11,2,2022-11-02,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Wednesday,44,7,196,196
2813,Meera Iyer,November,Omlet,1,Afternoon,UPI,11,2,2022-11-02,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Wednesday,44,7,196,196
7167,Sunita Sen,January,Chicken Noodles,5,Morning,Cash,1,12,2022-01-12,Chicken Noodles,"['noodles', 'chicken', 'soy sauce', 'garlic', 'onion', 'capsicum', 'oil', 'green onion', 'salt', 'ginger']",1,Wednesday,2,10,231,1155
9213,Anirban Roy,April,Cylon/Kerala Parota,2,Night,Cash,4,23,2022-04-23,Cylon/Kerala Parota,"['maida', 'egg', 'milk', 'ghee', 'salt', 'water', 'oil', 'sugar']",0,Saturday,16,8,210,420
7042,Priya Sharma,May,Egg Chilly,2,Night,Cash,5,17,2022-05-17,Egg Chilly,"['egg', 'capsicum', 'soy sauce', 'garlic', 'onion', 'oil', 'ginger', 'corn flour', 'green onion', 'spices']",0,Tuesday,20,10,172,344
6907,Anirban Roy,October,Channa Masala,5,Night,Wallet,10,8,2022-10-08,Channa Masala,"['chickpeas', 'onion', 'tomato', 'spices', 'oil', 'garlic', 'ginger', 'salt', 'green chili']",0,Saturday,40,9,211,1055
3713,Meera Iyer,July,Paneer Butter Masala,2,Night,Cash,7,28,2022-07-28,Paneer Butter Masala,"['paneer', 'butter', 'tomato', 'cream', 'spices', 'garlic', 'ginger', 'salt', 'sugar']",0,Thursday,30,9,130,260
8371,Soham Bose,February,Green Peas Masala,1,Evening,Wallet,2,10,2022-02-10,Green Peas Masala,"['green peas', 'tomato', 'onion', 'spices', 'oil', 'garlic', 'ginger', 'salt', 'cream']",0,Thursday,6,9,243,243
3390,Priya Sharma,January,Masala Dosa,2,Evening,Card,1,15,2022-01-15,Masala Dosa,"['rice', 'urad dal', 'salt', 'potato', 'onion', 'green chili', 'turmeric', 'oil', 'mustard seeds', 'curry leaves', 'water']",0,Saturday,2,11,93,186
7671,Arvind Das,June,Poori Bajji,3,Night,Cash,6,24,2022-06-24,Poori Bajji,"['wheat flour', 'water', 'salt', 'potato', 'turmeric', 'curry leaves', 'oil', 'green chili', 'mustard seeds', 'spices']",0,Friday,25,10,97,291
1165,Sunita Sen,September,Onion Dosa,3,Evening,Card,9,19,2022-09-19,Onion Dosa,"['rice', 'urad dal', 'salt', 'onion', 'coriander', 'oil', 'green chili', 'water']",0,Monday,38,8,151,453
2779,Meera Iyer,March,Omlet,1,Night,UPI,3,9,2022-03-09,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Wednesday,10,7,196,196
2779,Meera Iyer,March,Omlet,1,Night,UPI,3,9,2022-03-09,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Wednesday,10,7,196,196
8270,Sunita Sen,April,Channa Masala,5,Night,Wallet,4,5,2022-04-05,Channa Masala,"['chickpeas', 'onion', 'tomato', 'spices', 'oil', 'garlic', 'ginger', 'salt', 'green chili']",0,Tuesday,14,9,211,1055
8198,Sunita Sen,September,Jeera Rice,1,Morning,Card,9,7,2022-09-07,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Wednesday,36,7,134,134
7789,Meera Iyer,May,Egg Masala,3,Night,Card,5,26,2022-05-26,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Thursday,21,9,190,570
7789,Meera Iyer,May,Egg Masala,3,Night,Card,5,26,2022-05-26,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Thursday,21,9,190,570
7353,Meera Iyer,November,Channa Masala,5,Evening,Wallet,11,21,2022-11-21,Channa Masala,"['chickpeas', 'onion', 'tomato', 'spices', 'oil', 'garlic', 'ginger', 'salt', 'green chili']",0,Monday,47,9,211,1055
4999,Soham Bose,July,Chicken Biryani,1,Evening,Card,7,3,2022-07-03,Chicken Biryani,"['rice', 'chicken', 'yogurt', 'biryani masala', 'ghee', 'onion', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices']",0,Sunday,26,12,240,240
3650,Soham Bose,March,Masala Dosa,5,Afternoon,Cash,3,27,2022-03-27,Masala Dosa,"['rice', 'urad dal', 'salt', 'potato', 'onion', 'green chili', 'turmeric', 'oil', 'mustard seeds', 'curry leaves', 'water']",0,Sunday,12,11,93,465
4077,Arvind Das,May,Egg Fried Rice,5,Night,Wallet,5,25,2022-05-25,Egg Fried Rice,"['rice', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Wednesday,21,10,143,715
7646,Arvind Das,October,Onion Dosa,3,Night,UPI,10,24,2022-10-24,Onion Dosa,"['rice', 'urad dal', 'salt', 'onion', 'coriander', 'oil', 'green chili', 'water']",1,Monday,43,8,151,453
1298,Sunita Sen,June,Plain Dosa,4,Afternoon,Card,6,25,2022-06-25,Plain Dosa,"['rice', 'urad dal', 'salt', 'oil', 'water', 'fenugreek seeds']",0,Saturday,25,6,183,732
3644,Soham Bose,August,Kabab Full,5,Evening,Wallet,8,22,2022-08-22,Kabab Full,"['chicken', 'yogurt', 'spices', 'garlic', 'ginger', 'salt', 'oil', 'lemon juice']",0,Monday,34,8,101,505
1949,Meera Iyer,March,Egg Noodles,2,Evening,Cash,3,20,2022-03-20,Egg Noodles,"['noodles', 'egg', 'soy sauce', 'garlic', 'onion', 'capsicum', 'oil', 'green onion', 'salt', 'ginger']",0,Sunday,11,10,237,474
9786,Meera Iyer,June,Egg Masala,3,Afternoon,UPI,6,7,2022-06-07,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Tuesday,23,9,190,570
9786,Meera Iyer,June,Egg Masala,3,Afternoon,UPI,6,7,2022-06-07,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Tuesday,23,9,190,570
7918,Rajesh Gupta,October,Chicken Fry,5,Morning,Cash,10,4,2022-10-04,Chicken Fry,"['chicken', 'flour', 'egg', 'spices', 'oil', 'salt', 'garlic', 'ginger', 'lemon juice']",1,Tuesday,40,9,100,500
8452,Rajesh Gupta,April,Egg Masala,1,Afternoon,UPI,4,11,2022-04-11,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Monday,15,9,190,190
8452,Rajesh Gupta,April,Egg Masala,1,Afternoon,UPI,4,11,2022-04-11,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Monday,15,9,190,190
7938,Rajesh Gupta,November,Veg Noodles,4,Afternoon,Cash,11,3,2022-11-03,Veg Noodles,"['noodles', 'carrot', 'capsicum', 'soy sauce', 'onion', 'garlic', 'oil', 'green onion', 'salt', 'beans']",0,Thursday,44,10,154,616
6023,Rajesh Gupta,July,Paneer Butter Masala,3,Morning,Card,7,28,2022-07-28,Paneer Butter Masala,"['paneer', 'butter', 'tomato', 'cream', 'spices', 'garlic', 'ginger', 'salt', 'sugar']",0,Thursday,30,9,130,390
4906,Anirban Roy,November,Cylon/Kerala Parota,5,Afternoon,UPI,11,15,2022-11-15,Cylon/Kerala Parota,"['maida', 'egg', 'milk', 'ghee', 'salt', 'water', 'oil', 'sugar']",0,Tuesday,46,8,210,1050
2178,Anirban Roy,July,Chilly Chicken,1,Night,Card,7,24,2022-07-24,Chilly Chicken,"['chicken', 'capsicum', 'soy sauce', 'vinegar', 'garlic', 'onion', 'ginger', 'corn flour', 'oil', 'green onion', 'spices']",0,Sunday,29,11,201,201
2178,Anirban Roy,July,Chilly Chicken,1,Night,Card,7,24,2022-07-24,Chilly Chicken,"['chicken', 'capsicum', 'soy sauce', 'vinegar', 'garlic', 'onion', 'ginger', 'corn flour', 'oil', 'green onion', 'spices']",0,Sunday,29,11,201,201
9181,Sunita Sen,May,Masala Rice,3,Afternoon,Cash,5,9,2022-05-09,Masala Rice,"['rice', 'spices', 'onion', 'tomato', 'oil', 'green chili', 'salt', 'water']",1,Monday,19,8,182,546
2535,Anirban Roy,January,Egg Fried Rice,3,Night,Card,1,9,2022-01-09,Egg Fried Rice,"['rice', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Sunday,1,10,143,429
7010,Priya Sharma,September,Egg Masala,5,Evening,Wallet,9,2,2022-09-02,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Friday,35,9,190,950
7010,Priya Sharma,September,Egg Masala,5,Evening,Wallet,9,2,2022-09-02,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Friday,35,9,190,950
8414,Anirban Roy,December,Poori Bajji,1,Afternoon,Wallet,12,15,2022-12-15,Poori Bajji,"['wheat flour', 'water', 'salt', 'potato', 'turmeric', 'curry leaves', 'oil', 'green chili', 'mustard seeds', 'spices']",0,Thursday,50,10,97,97
9724,Priya Sharma,November,Set Dosa,5,Morning,UPI,11,8,2022-11-08,Set Dosa,"['rice', 'urad dal', 'fenugreek seeds', 'salt', 'water', 'oil']",1,Tuesday,45,6,117,585
2883,Sunita Sen,July,Set Dosa,3,Night,Card,7,14,2022-07-14,Set Dosa,"['rice', 'urad dal', 'fenugreek seeds', 'salt', 'water', 'oil']",0,Thursday,28,6,117,351
3368,Rajesh Gupta,September,Egg Fried Rice,1,Morning,Wallet,9,14,2022-09-14,Egg Fried Rice,"['rice', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Wednesday,37,10,143,143
3541,Arvind Das,September,Chicken Fry,5,Night,Card,9,24,2022-09-24,Chicken Fry,"['chicken', 'flour', 'egg', 'spices', 'oil', 'salt', 'garlic', 'ginger', 'lemon juice']",0,Saturday,38,9,100,500
8013,Soham Bose,August,Butter Chicken,4,Evening,Card,8,18,2022-08-18,Butter Chicken,"['chicken', 'butter', 'tomato', 'cream', 'spices', 'garlic', 'ginger', 'salt', 'sugar']",0,Thursday,33,9,210,840
3078,Anirban Roy,July,Roti,5,Afternoon,Wallet,7,20,2022-07-20,Roti,"['wheat flour', 'water', 'salt', 'oil', 'ghee', 'sugar']",0,Wednesday,29,6,214,1070
3866,Soham Bose,December,Egg Chilly,3,Afternoon,Cash,12,5,2022-12-05,Egg Chilly,"['egg', 'capsicum', 'soy sauce', 'garlic', 'onion', 'oil', 'ginger', 'corn flour', 'green onion', 'spices']",0,Monday,49,10,172,516
5299,Priya Sharma,July,Dhal Fry,2,Evening,UPI,7,27,2022-07-27,Dhal Fry,"['dal', 'garlic', 'curry leaves', 'oil', 'cumin seeds', 'tomato', 'onion', 'turmeric', 'salt', 'green chili']",0,Wednesday,30,10,94,188
6196,Soham Bose,June,Plain Dosa,1,Night,Wallet,6,1,2022-06-01,Plain Dosa,"['rice', 'urad dal', 'salt', 'oil', 'water', 'fenugreek seeds']",0,Wednesday,22,6,183,183
3744,Anirban Roy,February,Channa Masala,5,Afternoon,UPI,2,11,2022-02-11,Channa Masala,"['chickpeas', 'onion', 'tomato', 'spices', 'oil', 'garlic', 'ginger', 'salt', 'green chili']",0,Friday,6,9,211,1055
8366,Rajesh Gupta,April,Mutton Biryani,3,Afternoon,UPI,4,7,2022-04-07,Mutton Biryani,"['rice', 'mutton', 'yogurt', 'biryani masala', 'onion', 'ghee', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices']",0,Thursday,14,12,209,627
8372,Sunita Sen,August,Aloo Posto,4,Night,Cash,8,19,2022-08-19,Aloo Posto,"['potato', 'poppy seeds', 'mustard oil', 'green chili', 'salt', 'turmeric', 'onion']",1,Friday,33,7,182,728
1563,Meera Iyer,July,Tomato Fry,1,Night,Cash,7,23,2022-07-23,Tomato Fry,"['tomato', 'onion', 'garlic', 'spices', 'oil', 'salt', 'green chili', 'coriander']",0,Saturday,29,8,246,246
6850,Soham Bose,June,Jeera Rice,4,Evening,Card,6,2,2022-06-02,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Thursday,22,7,134,536
1123,Rajesh Gupta,November,Butter Chicken,5,Evening,Wallet,11,11,2022-11-11,Butter Chicken,"['chicken', 'butter', 'tomato', 'cream', 'spices', 'garlic', 'ginger', 'salt', 'sugar']",0,Friday,45,9,210,1050
7220,Soham Bose,December,Kabab Half,1,Evening,Cash,12,23,2022-12-23,Kabab Half,"['chicken', 'yogurt', 'spices', 'garlic', 'ginger', 'salt', 'oil', 'lemon juice']",0,Friday,51,8,130,130
8631,Soham Bose,December,Egg Masala,3,Evening,Cash,12,22,2022-12-22,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Thursday,51,9,190,570
8631,Soham Bose,December,Egg Masala,3,Evening,Cash,12,22,2022-12-22,Egg Masala,"['egg', 'tomato', 'spices', 'onion', 'oil', 'garlic', 'ginger', 'salt', 'coriander']",0,Thursday,51,9,190,570
1404,Sunita Sen,June,Chicken Fried Rice,3,Evening,Wallet,6,26,2022-06-26,Chicken Fried Rice,"['rice', 'chicken', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Sunday,25,11,100,300
9646,Sunita Sen,June,Paneer Chilly,3,Night,Card,6,26,2022-06-26,Paneer Chilly,"['paneer', 'capsicum', 'soy sauce', 'garlic', 'onion', 'oil', 'ginger', 'corn flour', 'green onion', 'spices']",0,Sunday,25,10,137,411
6928,Soham Bose,April,Egg Fried Rice,2,Morning,Wallet,4,12,2022-04-12,Egg Fried Rice,"['rice', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Tuesday,15,10,143,286
4213,Anirban Roy,June,Tomato Fry,5,Night,Card,6,7,2022-06-07,Tomato Fry,"['tomato', 'onion', 'garlic', 'spices', 'oil', 'salt', 'green chili', 'coriander']",0,Tuesday,23,8,246,1230
8189,Arvind Das,June,Plain Dosa,4,Morning,Card,6,25,2022-06-25,Plain Dosa,"['rice', 'urad dal', 'salt', 'oil', 'water', 'fenugreek seeds']",0,Saturday,25,6,183,732
4840,Sunita Sen,January,Egg Noodles,5,Morning,Wallet,1,27,2022-01-27,Egg Noodles,"['noodles', 'egg', 'soy sauce', 'garlic', 'onion', 'capsicum', 'oil', 'green onion', 'salt', 'ginger']",0,Thursday,4,10,237,1185
4551,Sunita Sen,August,Paneer Manchurian,5,Morning,Card,8,5,2022-08-05,Paneer Manchurian,"['paneer', 'soy sauce', 'garlic', 'corn flour', 'capsicum', 'onion', 'oil', 'ginger', 'green onion', 'spices']",0,Friday,31,10,167,835
4077,Soham Bose,October,Plain Dosa,4,Evening,UPI,10,4,2022-10-04,Plain Dosa,"['rice', 'urad dal', 'salt', 'oil', 'water', 'fenugreek seeds']",1,Tuesday,40,6,183,732
6946,Priya Sharma,July,Egg Biryani,1,Morning,Card,7,14,2022-07-14,Egg Biryani,"['rice', 'eggs', 'biryani masala', 'onion', 'ghee', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices', 'yogurt']",0,Thursday,28,12,168,168
3563,Meera Iyer,April,Jeera Rice,4,Evening,Wallet,4,20,2022-04-20,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Wednesday,16,7,134,536
6180,Arvind Das,January,Chicken Biryani,2,Night,Card,1,5,2022-01-05,Chicken Biryani,"['rice', 'chicken', 'yogurt', 'biryani masala', 'ghee', 'onion', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices']",0,Wednesday,1,12,240,480
3492,Priya Sharma,September,Egg Biryani,2,Afternoon,Wallet,9,24,2022-09-24,Egg Biryani,"['rice', 'eggs', 'biryani masala', 'onion', 'ghee', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices', 'yogurt']",0,Saturday,38,12,168,336
4434,Priya Sharma,June,Egg Noodles,3,Evening,Wallet,6,23,2022-06-23,Egg Noodles,"['noodles', 'egg', 'soy sauce', 'garlic', 'onion', 'capsicum', 'oil', 'green onion', 'salt', 'ginger']",0,Thursday,25,10,237,711
2581,Arvind Das,November,Omlet,3,Afternoon,Card,11,25,2022-11-25,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Friday,47,7,196,588
2581,Arvind Das,November,Omlet,3,Afternoon,Card,11,25,2022-11-25,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Friday,47,7,196,588
5190,Arvind Das,March,Tomato Fry,5,Morning,Cash,3,28,2022-03-28,Tomato Fry,"['tomato', 'onion', 'garlic', 'spices', 'oil', 'salt', 'green chili', 'coriander']",0,Monday,13,8,246,1230
3231,Anirban Roy,August,Jeera Rice,3,Evening,Card,8,23,2022-08-23,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Tuesday,34,7,134,402
2008,Arvind Das,November,Mutton Biryani,3,Afternoon,Wallet,11,17,2022-11-17,Mutton Biryani,"['rice', 'mutton', 'yogurt', 'biryani masala', 'onion', 'ghee', 'tomato', 'garlic', 'ginger', 'mint', 'coriander', 'spices']",0,Thursday,46,12,209,627
1581,Anirban Roy,January,Paneer Manchurian,5,Afternoon,UPI,1,15,2022-01-15,Paneer Manchurian,"['paneer', 'soy sauce', 'garlic', 'corn flour', 'capsicum', 'onion', 'oil', 'ginger', 'green onion', 'spices']",0,Saturday,2,10,167,835
4815,Sunita Sen,November,Parota,1,Afternoon,UPI,11,24,2022-11-24,Parota,"['maida', 'ghee', 'salt', 'water', 'oil', 'sugar']",0,Thursday,47,6,167,167
4460,Anirban Roy,April,Egg Burji,5,Night,Wallet,4,8,2022-04-08,Egg Burji,"['egg', 'onion', 'tomato', 'green chili', 'oil', 'salt', 'spices', 'coriander']",0,Friday,14,8,81,405
2328,Rajesh Gupta,March,Omlet,4,Afternoon,UPI,3,22,2022-03-22,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Tuesday,12,7,196,784
2328,Rajesh Gupta,March,Omlet,4,Afternoon,UPI,3,22,2022-03-22,Omlet,"['egg', 'salt', 'pepper', 'oil', 'onion', 'green chili', 'coriander']",0,Tuesday,12,7,196,784
3004,Priya Sharma,June,Veg Noodles,1,Night,Card,6,2,2022-06-02,Veg Noodles,"['noodles', 'carrot', 'capsicum', 'soy sauce', 'onion', 'garlic', 'oil', 'green onion', 'salt', 'beans']",0,Thursday,22,10,154,154
1046,Soham Bose,August,Jeera Rice,3,Evening,Wallet,8,17,2022-08-17,Jeera Rice,"['rice', 'cumin seeds', 'ghee', 'salt', 'water', 'bay leaf', 'cloves']",0,Wednesday,33,7,134,402
8315,Priya Sharma,January,Chicken Fried Rice,2,Night,Card,1,10,2022-01-10,Chicken Fried Rice,"['rice', 'chicken', 'egg', 'soy sauce', 'garlic', 'onion', 'carrot', 'capsicum', 'oil', 'green onion', 'salt']",0,Monday,2,11,100,200
